"Caption","Description","InstallDate","Name","Status","CreationClassName","Started","StartMode","SystemCreationClassName","SystemName","AcceptPause","AcceptStop","DesktopInteract","DisplayName","ErrorControl","ExitCode","PathName","ServiceSpecificExitCode","ServiceType","StartName","State","TagId","CheckPoint","DelayedAutoStart","ProcessId","WaitHint","PSComputerName"
"Windows Defender Firewall","Windows Defender Firewall helps protect your computer by preventing unauthorized users from gaining access to your computer through the Internet or a network.",,"mpssvc","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Windows Defender Firewall","Normal","0","C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p","0","Share Process","NT Authority\LocalService","Running","0","0","False","4052","0",
"Distributed Transaction Coordinator","Coordinates transactions that span multiple resource managers, such as databases, message queues, and file systems. If this service is stopped, these transactions will fail. If this service is disabled, any services that explicitly depend on it will fail to start.",,"MSDTC","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Distributed Transaction Coordinator","Normal","0","C:\WINDOWS\System32\msdtc.exe","0","Own Process","NT AUTHORITY\NetworkService","Running","0","0","True","9000","0",
"Microsoft iSCSI Initiator Service","Manages Internet SCSI (iSCSI) sessions from this computer to remote iSCSI target devices. If this service is stopped, this computer will not be able to login or access iSCSI targets. If this service is disabled, any services that explicitly depend on it will fail to start.",,"MSiSCSI","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Microsoft iSCSI Initiator Service","Normal","1077","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Windows Installer","Adds, modifies, and removes applications provided as a Windows Installer (*.msi, *.msp) package. If this service is disabled, any services that explicitly depend on it will fail to start.",,"msiserver","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Windows Installer","Normal","0","C:\WINDOWS\system32\msiexec.exe /V","0","Own Process","LocalSystem","Stopped","0","0","False","0","0",
"Natural Authentication","Signal aggregator service, that evaluates signals based on time, network, geolocation, bluetooth and cdf factors. Supported features are Device Unlock, Dynamic Lock and Dynamo MDM policies",,"NaturalAuthentication","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Natural Authentication","Normal","1077","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Network Connectivity Assistant","Provides DirectAccess status notification for UI components",,"NcaSvc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Network Connectivity Assistant","Normal","0","C:\WINDOWS\System32\svchost.exe -k NetSvcs -p","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Network Connection Broker","Brokers connections that allow Windows Store Apps to receive notifications from the internet.",,"NcbService","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Network Connection Broker","Normal","0","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","LocalSystem","Running","0","0","False","1948","0",
"Network Connected Devices Auto-Setup","Network Connected Devices Auto-Setup service monitors and installs qualified devices that connect to a qualified network. Stopping or disabling this service will prevent Windows from discovering and installing qualified network connected devices automatically. Users can still manually add network connected devices to a PC through the user interface.",,"NcdAutoSetup","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Network Connected Devices Auto-Setup","Normal","0","C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p","0","Share Process","NT AUTHORITY\LocalService","Stopped","0","0","False","0","0",
"Netlogon","Maintains a secure channel between this computer and the domain controller for authenticating users and services. If this service is stopped, the computer may not authenticate users and services and the domain controller cannot register DNS records. If this service is disabled, any services that explicitly depend on it will fail to start.",,"Netlogon","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Netlogon","Normal","1077","C:\WINDOWS\system32\lsass.exe","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Network Connections","Manages objects in the Network and Dial-Up Connections folder, in which you can view both local area network and remote connections.",,"Netman","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Network Connections","Normal","1077","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Network List Service","Identifies the networks to which the computer has connected, collects and stores properties for these networks, and notifies applications when these properties change.",,"netprofm","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Network List Service","Normal","0","C:\WINDOWS\System32\svchost.exe -k LocalService -p","0","Share Process","NT AUTHORITY\LocalService","Running","0","0","False","3448","0",
"NetSetupSvc",,,"NetSetupSvc","UNKNOWN","Win32_Service","False","Unknown","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False",,"NetSetupSvc","Unknown","0",,"0","Unknown",,"Stopped",,"0",,"0","0",
"Net.Tcp Port Sharing Service","Provides ability to share TCP ports over the net.tcp protocol.",,"NetTcpPortSharing","OK","Win32_Service","False","Disabled","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Net.Tcp Port Sharing Service","Normal","1077","C:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe","0","Share Process","NT AUTHORITY\LocalService","Stopped","0","0","False","0","0",
"Client for NFS","Enables this computer to access files on NFS shares",,"NfsClnt","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Client for NFS","Normal","0","C:\WINDOWS\system32\nfsclnt.exe","0","Own Process","NT AUTHORITY\NetworkService","Running","0","0","False","5752","0",
"Microsoft Passport Container","Manages local user identity keys used to authenticate user to identity providers as well as TPM virtual smart cards. If this service is disabled, local user identity keys and TPM virtual smart cards will not be accessible. It is recommended that you do not reconfigure this service.",,"NgcCtnrSvc","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Microsoft Passport Container","Normal","0","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p","0","Share Process","NT AUTHORITY\LocalService","Running","0","0","False","9200","0",
"Microsoft Passport","Provides process isolation for cryptographic keys used to authenticate to a user?s associated identity providers. If this service is disabled, all uses and management of these keys will not be available, which includes machine logon and single-sign on for apps and websites. This service starts and stops automatically. It is recommended that you do not reconfigure this service.",,"NgcSvc","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Microsoft Passport","Normal","0","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","LocalSystem","Running","0","0","False","22060","0",
"Network Location Awareness","Collects and stores configuration information for the network and notifies programs when this information is modified. If this service is stopped, configuration information might be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.",,"NlaSvc","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Network Location Awareness","Normal","0","C:\WINDOWS\System32\svchost.exe -k NetworkService -p","0","Share Process","NT AUTHORITY\NetworkService","Running","0","0","False","3236","0",
"Network Store Interface Service","This service delivers network notifications (e.g. interface addition/deleting etc) to user mode clients. Stopping this service will cause loss of network connectivity. If this service is disabled, any other services that explicitly depend on this service will fail to start.",,"nsi","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Network Store Interface Service","Normal","0","C:\WINDOWS\system32\svchost.exe -k LocalService -p","0","Share Process","NT Authority\LocalService","Running","0","0","False","2592","0",
"Network Virtualization Service","Provides network virtualization services.",,"nvagent","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Network Virtualization Service","Normal","0","C:\WINDOWS\system32\svchost.exe -k NetSvcs","0","Share Process","LocalSystem","Running","0","0","False","3896","0",
"NVIDIA LocalSystem Container","Container service for NVIDIA root features",,"NvContainerLocalSystem","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","NVIDIA LocalSystem Container","Ignore","0","""C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe"" -s NvContainerLocalSystem -f ""C:\ProgramData\NVIDIA\NvContainerLocalSystem.log"" -l 3 -d ""C:\Program Files\NVIDIA Corporation\NvContainer\plugins\LocalSystem"" -r -p 30000 -st ""C:\Program Files\NVIDIA Corporation\NvContainer\NvContainerTelemetryApi.dll""","0","Own Process","LocalSystem","Running","0","0","False","5680","0",
"NVIDIA Display Container LS","Container service for NVIDIA root features",,"NVDisplay.ContainerLocalSystem","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","NVIDIA Display Container LS","Ignore","0","""C:\Program Files\NVIDIA Corporation\Display.NvContainer\NVDisplay.Container.exe"" -s NVDisplay.ContainerLocalSystem -f ""C:\ProgramData\NVIDIA\NVDisplay.ContainerLocalSystem.log"" -l 3 -d ""C:\Program Files\NVIDIA Corporation\Display.NvContainer\plugins\LocalSystem"" -r -p 30000 ","0","Own Process","LocalSystem","Running","0","0","False","2712","0",
"Office 64 Source Engine","Saves installation files used for updates and repairs and is required for the downloading of Setup updates and Watson error reports.",,"ose64","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Office 64 Source Engine","Normal","1077","""c:\Program Files\Common Files\Microsoft Shared\Source Engine\OSE.EXE""","0","Own Process","LocalSystem","Stopped","0","0","False","0","0",
"Peer Networking Identity Manager","Provides identity services for the Peer Name Resolution Protocol (PNRP) and Peer-to-Peer Grouping services.  If disabled, the Peer Name Resolution Protocol (PNRP) and Peer-to-Peer Grouping services may not function, and some applications, such as HomeGroup and Remote Assistance, may not function correctly.",,"p2pimsvc","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Peer Networking Identity Manager","Normal","0","C:\WINDOWS\System32\svchost.exe -k LocalServicePeerNet","0","Share Process","NT AUTHORITY\LocalService","Running","0","0","False","1048","0",
"Peer Networking Grouping","Enables multi-party communication using Peer-to-Peer Grouping.  If disabled, some applications, such as HomeGroup, may not function.",,"p2psvc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Peer Networking Grouping","Normal","1077","C:\WINDOWS\System32\svchost.exe -k LocalServicePeerNet","0","Share Process","NT AUTHORITY\LocalService","Stopped","0","0","False","0","0",
"Program Compatibility Assistant Service","This service provides support for the Program Compatibility Assistant (PCA).  PCA monitors programs installed and run by the user and detects known compatibility problems. If this service is stopped, PCA will not function properly.",,"PcaSvc","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Program Compatibility Assistant Service","Normal","0","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","LocalSystem","Running","0","0","False","2080","0",
"BranchCache","This service caches network content from peers on the local subnet.",,"PeerDistSvc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","BranchCache","Normal","1077","C:\WINDOWS\System32\svchost.exe -k PeerDist","0","Share Process","NT AUTHORITY\NetworkService","Stopped","0","0","False","0","0",
"Windows Perception Simulation Service","Enables spatial perception simulation, virtual camera management and spatial input simulation.",,"perceptionsimulation","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Windows Perception Simulation Service","Normal","1077","C:\WINDOWS\system32\PerceptionSimulation\PerceptionSimulationService.exe","0","Own Process","LocalSystem","Stopped","0","0","False","0","0",
"Performance Counter DLL Host","Enables remote users and 64-bit processes to query performance counters provided by 32-bit DLLs. If this service is stopped, only local users and 32-bit processes will be able to query performance counters provided by 32-bit DLLs.",,"PerfHost","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Performance Counter DLL Host","Normal","1077","C:\WINDOWS\SysWow64\perfhost.exe","0","Own Process","NT AUTHORITY\LocalService","Stopped","0","0","False","0","0",
"Phone Service","Manages the telephony state on the device",,"PhoneSvc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Phone Service","Normal","1077","C:\WINDOWS\system32\svchost.exe -k LocalService -p","0","Share Process","NT Authority\LocalService","Stopped","0","0","False","0","0",
"Performance Logs & Alerts","Performance Logs and Alerts Collects performance data from local or remote computers based on preconfigured schedule parameters, then writes the data to a log or triggers an alert. If this service is stopped, performance information will not be collected. If this service is disabled, any services that explicitly depend on it will fail to start.",,"pla","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Performance Logs & Alerts","Normal","1077","C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p","0","Share Process","NT AUTHORITY\LocalService","Stopped","0","0","False","0","0",
"Plug and Play","Enables a computer to recognize and adapt to hardware changes with little or no user input. Stopping or disabling this service will result in system instability.",,"PlugPlay","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Plug and Play","Normal","0","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","0","Share Process","LocalSystem","Running","0","0","False","1204","0",
"PNRP Machine Name Publication Service","This service publishes a machine name using the Peer Name Resolution Protocol.  Configuration is managed via the netsh context 'p2p pnrp peer' ",,"PNRPAutoReg","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","PNRP Machine Name Publication Service","Normal","1077","C:\WINDOWS\System32\svchost.exe -k LocalServicePeerNet","0","Share Process","NT AUTHORITY\LocalService","Stopped","0","0","False","0","0",
"Peer Name Resolution Protocol","Enables serverless peer name resolution over the Internet using the Peer Name Resolution Protocol (PNRP). If disabled, some peer-to-peer and collaborative applications, such as Remote Assistance, may not function.",,"PNRPsvc","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Peer Name Resolution Protocol","Normal","0","C:\WINDOWS\System32\svchost.exe -k LocalServicePeerNet","0","Share Process","NT AUTHORITY\LocalService","Running","0","0","False","15480","0",
"IPsec Policy Agent","Internet Protocol security (IPsec) supports network-level peer authentication, data origin authentication, data integrity, data confidentiality (encryption), and replay protection.  This service enforces IPsec policies created through the IP Security Policies snap-in or the command-line tool ""netsh ipsec"".  If you stop this service, you may experience network connectivity issues if your policy requires that connections use IPsec.  Also,remote management of Windows Defender Firewall is not available when this service is stopped.",,"PolicyAgent","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","IPsec Policy Agent","Normal","0","C:\WINDOWS\system32\svchost.exe -k NetworkServiceNetworkRestricted -p","0","Share Process","NT Authority\NetworkService","Running","0","0","False","9412","0",
"Power","Manages power policy and power policy notification delivery.",,"Power","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Power","Normal","0","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","0","Share Process","LocalSystem","Running","0","0","False","1236","0",
"Printer Extensions and Notifications","This service opens custom printer dialog boxes and handles notifications from a remote print server or a printer. If you turn off this service, you won?t be able to see printer extensions or notifications.",,"PrintNotify","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","True","Printer Extensions and Notifications","Normal","1077","C:\WINDOWS\system32\svchost.exe -k print","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"ProductAgentService","Bitdefender Product Agent Service",,"ProductAgentService","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","ProductAgentService","Normal","0","""C:\Program Files\Bitdefender Agent\ProductAgentService.exe""","0","Own Process","LocalSystem","Running","0","0","False","5692","0",
"User Profile Service","This service is responsible for loading and unloading user profiles. If this service is stopped or disabled, users will no longer be able to successfully sign in or sign out, apps might have problems getting to users' data, and components registered to receive profile event notifications won't receive them.",,"ProfSvc","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","User Profile Service","Normal","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","0","Share Process","LocalSystem","Running","0","0","False","2152","0",
"Windows PushToInstall Service","Provides infrastructure support for the Microsoft Store.  This service is started automatically and if disabled then remote installations will not function properly.",,"PushToInstall","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Windows PushToInstall Service","Ignore","0","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Quality Windows Audio Video Experience","Quality Windows Audio Video Experience (qWave) is a networking platform for Audio Video (AV) streaming applications on IP home networks. qWave enhances AV streaming performance and reliability by ensuring network quality-of-service (QoS) for AV applications. It provides mechanisms for admission control, run time monitoring and enforcement, application feedback, and traffic prioritization.",,"QWAVE","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Quality Windows Audio Video Experience","Normal","0","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","0","Share Process","NT AUTHORITY\LocalService","Running","0","0","False","24872","0",
"Remote Access Auto Connection Manager","Creates a connection to a remote network whenever a program references a remote DNS or NetBIOS name or address.",,"RasAuto","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Remote Access Auto Connection Manager","Normal","1077","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","0","Share Process","localSystem","Stopped","0","0","False","0","0",
"Remote Access Connection Manager","Manages dial-up and virtual private network (VPN) connections from this computer to the Internet or other remote networks. If this service is disabled, any services that explicitly depend on it will fail to start.",,"RasMan","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Remote Access Connection Manager","Normal","0","C:\WINDOWS\System32\svchost.exe -k netsvcs","0","Share Process","localSystem","Running","0","0","False","7108","0",
"Routing and Remote Access","Offers routing services to businesses in local area and wide area network environments.",,"RemoteAccess","OK","Win32_Service","False","Disabled","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Routing and Remote Access","Normal","1077","C:\WINDOWS\System32\svchost.exe -k netsvcs","0","Share Process","localSystem","Stopped","0","0","False","0","0",
"Remote Registry","Enables remote users to modify registry settings on this computer. If this service is stopped, the registry can be modified only by users on this computer. If this service is disabled, any services that explicitly depend on it will fail to start.",,"RemoteRegistry","OK","Win32_Service","False","Disabled","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Remote Registry","Normal","1077","C:\WINDOWS\system32\svchost.exe -k localService -p","0","Share Process","NT AUTHORITY\LocalService","Stopped","0","0","False","0","0",
"Retail Demo Service","The Retail Demo service controls device activity while the device is in retail demo mode.",,"RetailDemo","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Retail Demo Service","Normal","1077","C:\WINDOWS\System32\svchost.exe -k rdxgroup","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Radio Management Service","Radio Management and Airplane Mode Service",,"RmSvc","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Radio Management Service","Normal","0","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted","0","Share Process","NT AUTHORITY\LocalService","Running","0","0","False","7744","0",
"RPC Endpoint Mapper","Resolves RPC interfaces identifiers to transport endpoints. If this service is stopped or disabled, programs using Remote Procedure Call (RPC) services will not function properly.",,"RpcEptMapper","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","RPC Endpoint Mapper","Normal","0","C:\WINDOWS\system32\svchost.exe -k RPCSS -p","0","Share Process","NT AUTHORITY\NetworkService","Running","0","0","False","1456","0",
"Remote Procedure Call (RPC) Locator","In Windows 2003 and earlier versions of Windows, the Remote Procedure Call (RPC) Locator service manages the RPC name service database. In Windows Vista and later versions of Windows, this service does not provide any functionality and is present for application compatibility.",,"RpcLocator","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Remote Procedure Call (RPC) Locator","Normal","1077","C:\WINDOWS\system32\locator.exe","0","Own Process","NT AUTHORITY\NetworkService","Stopped","0","0","False","0","0",
"Remote Procedure Call (RPC)","The RPCSS service is the Service Control Manager for COM and DCOM servers. It performs object activations requests, object exporter resolutions and distributed garbage collection for COM and DCOM servers. If this service is stopped or disabled, programs using COM or DCOM will not function properly. It is strongly recommended that you have the RPCSS service running.",,"RpcSs","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Remote Procedure Call (RPC)","Normal","0","C:\WINDOWS\system32\svchost.exe -k rpcss -p","0","Share Process","NT AUTHORITY\NetworkService","Running","0","0","False","1456","0",
"RstMwService","RPC service, which allows communication between driver and Windows Store Application",,"RstMwService","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","RstMwService","Normal","0","C:\WINDOWS\System32\DriverStore\FileRepository\iastorac.inf_amd64_f69aac6d52d276b0\RstMwService.exe","0","Own Process","LocalSystem","Running","0","0","False","5812","0",
"Realtek Audio Service","For cooperation with Realtek audio driver.",,"RtkAudioService","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Realtek Audio Service","Normal","0","""C:\Program Files\Realtek\Audio\HDA\RtkAudioService64.exe""","0","Own Process","LocalSystem","Running","0","0","False","4148","0",
"Security Accounts Manager","The startup of this service signals other services that the Security Accounts Manager (SAM) is ready to accept requests.  Disabling this service will prevent other services in the system from being notified when the SAM is ready, which may in turn cause those services to fail to start correctly. This service should not be disabled.",,"SamSs","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Security Accounts Manager","Normal","0","C:\WINDOWS\system32\lsass.exe","0","Share Process","LocalSystem","Running","0","0","False","1092","0",
"Smart Card","Manages access to smart cards read by this computer. If this service is stopped, this computer will be unable to read smart cards. If this service is disabled, any services that explicitly depend on it will fail to start.",,"SCardSvr","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Smart Card","Normal","1077","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation","0","Share Process","NT AUTHORITY\LocalService","Stopped","0","0","False","0","0",
"Smart Card Device Enumeration Service","Creates software device nodes for all smart card readers accessible to a given session. If this service is disabled, WinRT APIs will not be able to enumerate smart card readers.",,"ScDeviceEnum","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Smart Card Device Enumeration Service","Normal","1077","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Task Scheduler","Enables a user to configure and schedule automated tasks on this computer. The service also hosts multiple Windows system-critical tasks. If this service is stopped or disabled, these tasks will not be run at their scheduled times. If this service is disabled, any services that explicitly depend on it will fail to start.",,"Schedule","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Task Scheduler","Normal","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","0","Share Process","LocalSystem","Running","0","0","False","896","0",
"Smart Card Removal Policy","Allows the system to be configured to lock the user desktop upon smart card removal.",,"SCPolicySvc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Smart Card Removal Policy","Normal","1077","C:\WINDOWS\system32\svchost.exe -k netsvcs","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Windows Backup","Provides Windows Backup and Restore capabilities.",,"SDRSVC","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","Windows Backup","Normal","0","C:\WINDOWS\system32\svchost.exe -k SDRSVC","0","Own Process","localSystem","Running","0","0","False","4228","0",
"Secondary Logon","Enables starting processes under alternate credentials. If this service is stopped, this type of logon access will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.",,"seclogon","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Secondary Logon","Normal","1077","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Windows Security Service","Windows Security Service handles unified device protection and health information",,"SecurityHealthService","OK","Win32_Service","True","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Windows Security Service","Normal","0","C:\WINDOWS\system32\SecurityHealthService.exe","0","Own Process","LocalSystem","Running","0","0","False","2428","0",
"Payments and NFC/SE Manager","Manages payments and Near Field Communication (NFC) based secure elements.",,"SEMgrSvc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Payments and NFC/SE Manager","Ignore","0","C:\WINDOWS\system32\svchost.exe -k LocalService -p","0","Own Process","NT AUTHORITY\LocalService","Stopped","0","0","False","0","0",
"System Event Notification Service","Monitors system events and notifies subscribers to COM+ Event System of these events.",,"SENS","OK","Win32_Service","True","Auto","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","True","False","System Event Notification Service","Normal","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","0","Share Process","LocalSystem","Running","0","0","False","2324","0",
"Windows Defender Advanced Threat Protection Service","Windows Defender Advanced Threat Protection service helps protect against advanced threats by monitoring and reporting security events that happen on the computer.",,"Sense","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Windows Defender Advanced Threat Protection Service","Normal","1077","""C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe""","0","Own Process","LocalSystem","Stopped","0","0","False","0","0",
"Sensor Data Service","Delivers data from a variety of sensors",,"SensorDataService","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Sensor Data Service","Normal","1077","C:\WINDOWS\System32\SensorDataService.exe","0","Own Process","LocalSystem","Stopped","0","0","False","0","0",
"Sensor Service","A service for sensors that manages different sensors' functionality. Manages Simple Device Orientation (SDO) and History for sensors. Loads the SDO sensor that reports device orientation changes.  If this service is stopped or disabled, the SDO sensor will not be loaded and so auto-rotation will not occur. History collection from Sensors will also be stopped.",,"SensorService","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Sensor Service","Normal","1077","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","LocalSystem","Stopped","0","0","False","0","0",
"Sensor Monitoring Service","Monitors various sensors in order to expose data and adapt to system and user state.  If this service is stopped or disabled, the display brightness will not adapt to lighting conditions. Stopping this service may affect other system functionality and features as well.",,"SensrSvc","OK","Win32_Service","False","Manual","Win32_ComputerSystem","LAPTOP-HD7OGIG6","False","False","False","Sensor Monitoring Service","Normal","1077","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","0","Share Process","NT AUTHORITY\LocalService","Stopped","0","0","False","0","0",
