"Name","SI","Handles","VM","WS","PM","NPM","Path","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"svchost","0","136","2203388260352","5595136","1527808","8832",,,,,,,,,"Process",,,"8",,,,,"3896",".",,,,"8832","8832","1527808","1527808","63960","63960","1789952","1789952","7299072","7299072","2203392454656","74231808",,,"1527808","1527808","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","136","2203388260352","70037504","False",,,,"5595136","5595136",,,,,,"0","","True",,
"svchost","0","428","2203462344704","15343616","22654976","19832",,,,,,,,,"Process",,,"8",,,,,"3928",".",,,,"19832","19832","22654976","22654976","89264","89264","37457920","37457920","38969344","38969344","2203463393280","145170432",,,"22654976","22654976","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","428","2203462344704","144121856","False",,,,"15343616","15343616",,,,,,"0","","True",,
"svchost","0","274","2203406061568","8597504","3452928","16992",,,,,,,,,"Process",,,"8",,,,,"3964",".",,,,"16992","16992","3452928","3452928","95160","95160","4276224","4276224","10727424","10727424","2203408158720","89935872",,,"3452928","3452928","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","274","2203406061568","87838720","False",,,,"8597504","8597504",,,,,,"0","","True",,
"svchost","0","435","2203466571776","18264064","18866176","33808",,,,,,,,,"Process",,,"8",,,,,"4052",".",,,,"33808","33808","18866176","18866176","114448","114448","29896704","29896704","36126720","36126720","2203482390528","164167680",,,"18866176","18866176","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","435","2203466571776","148348928","False",,,,"18264064","18264064",,,,,,"0","","True",,
"svchost","0","397","2203447992320","15351808","6144000","25048",,,,,,,,,"Process",,,"8",,,,,"4180",".",,,,"25048","25048","6144000","6144000","166648","166648","7610368","7610368","19722240","19722240","2203453775872","135553024",,,"6144000","6144000","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","397","2203447992320","129769472","False",,,,"15351808","15351808",,,,,,"0","","True",,
"svchost","0","123","2203397050368","6283264","3223552","10944",,,,,,,,,"Process",,,"6",,,,,"4228",".",,,,"10944","10944","3223552","3223552","61568","61568","3297280","3297280","8216576","8216576","2203399155712","80932864",,,"3223552","3223552","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","123","2203397050368","78827520","False",,,,"6283264","6283264",,,,,,"0","","True",,
"svchost","0","1026","2203524984832","16343040","5074944","20664",,,,,,,,,"Process",,,"8",,,,,"4240",".",,,,"20664","20664","5074944","5074944","160640","160640","55439360","55439360","63397888","63397888","2203822202880","503980032",,,"5074944","5074944","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","1026","2203524984832","206761984","False",,,,"16343040","16343040",,,,,,"0","","True",,
"svchost","0","563","2203533807616","25800704","17403904","21448",,,,,,,,,"Process",,,"8",,,,,"4264",".",,,,"21448","21448","17403904","17403904","123688","123688","39350272","39350272","50089984","50089984","2203553107968","234885120",,,"17403904","17403904","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","563","2203533807616","215584768","False",,,,"25800704","25800704",,,,,,"0","","True",,
"svchost","0","628","2203861962752","35229696","134221824","95248",,,,,,,,,"Process",,,"8",,,,,"4300",".",,,,"95248","95248","134221824","134221824","286184","286184","174653440","174653440","116469760","116469760","2203985305600","667082752",,,"134221824","134221824","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","628","2203861962752","543739904","False",,,,"35229696","35229696",,,,,,"0","","True",,
"svchost","0","143","2203388674048","5820416","1908736","11504",,,,,,,,,"Process",,,"8",,,,,"4384",".",,,,"11504","11504","1908736","1908736","65968","65968","2347008","2347008","7122944","7122944","2203391176704","72953856",,,"1908736","1908736","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","143","2203388674048","70451200","False",,,,"5820416","5820416",,,,,,"0","","True",,
"svchost","0","374","2203403767808","8359936","3231744","16960",,,,,,,,,"Process",,,"8",,,,,"4412",".",,,,"16960","16960","3231744","3231744","99688","99688","3682304","3682304","10354688","10354688","2203410079744","91856896",,,"3231744","3231744","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","374","2203403767808","85544960","False",,,,"8359936","8359936",,,,,,"0","","True",,
"svchost","0","365","2203402366976","8724480","2928640","17216",,,,,,,,,"Process",,,"8",,,,,"4444",".",,,,"17216","17216","2928640","2928640","101840","101840","3706880","3706880","11456512","11456512","2203412209664","93986816",,,"2928640","2928640","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","365","2203402366976","84144128","False",,,,"8724480","8724480",,,,,,"0","","True",,
"svchost","0","324","2203613433856","14864384","6905856","29344",,,,,,,,,"Process",,,"8",,,,,"4508",".",,,,"29344","29344","6905856","6905856","131344","131344","70287360","70287360","80441344","80441344","2203654066176","335843328",,,"6905856","6905856","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","324","2203613433856","295211008","False",,,,"14864384","14864384",,,,,,"0","","True",,
"svchost","0","176","2203399557120","8060928","2191360","11600",,,,,,,,,"Process",,,"8",,,,,"4560",".",,,,"11600","11600","2191360","2191360","89192","89192","2560000","2560000","9945088","9945088","2203404275712","86052864",,,"2191360","2191360","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","176","2203399557120","81334272","False",,,,"8060928","8060928",,,,,,"0","","True",,
"svchost","0","525","2203445719040","16404480","7491584","24536",,,,,,,,,"Process",,,"8",,,,,"4840",".",,,,"24536","24536","7491584","7491584","164632","164632","10526720","10526720","19734528","19734528","2203455864832","137641984",,,"7491584","7491584","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","525","2203445719040","127496192","False",,,,"16404480","16404480",,,,,,"0","","True",,
"svchost","0","254","2203417661440","13115392","2916352","15528",,,,,,,,,"Process",,,"8",,,,,"4932",".",,,,"15528","15528","2916352","2916352","131768","131768","3313664","3313664","14417920","14417920","2203424477184","106254336",,,"2916352","2916352","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","254","2203417661440","99438592","False",,,,"13115392","13115392",,,,,,"0","","True",,
"svchost","0","281","2203420217344","10891264","4272128","15584",,,,,,,,,"Process",,,"8",,,,,"5040",".",,,,"15584","15584","4272128","4272128","126776","126776","7036928","7036928","18694144","18694144","2203440607232","122384384",,,"4272128","4272128","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","281","2203420217344","101994496","False",,,,"10891264","10891264",,,,,,"0","","True",,
"svchost","0","249","2203412078592","10018816","3215360","12824",,,,,,,,,"Process",,,"8",,,,,"5200",".",,,,"12824","12824","3215360","3215360","118864","118864","3989504","3989504","11845632","11845632","2203422040064","103817216",,,"3215360","3215360","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","249","2203412078592","93855744","False",,,,"10018816","10018816",,,,,,"0","","True",,
"svchost","0","552","2203492651008","28909568","20635648","26448",,,,,,,,,"Process",,,"8",,,,,"5248",".",,,,"26448","26448","20635648","20635648","172408","172408","43098112","43098112","53137408","53137408","2203503476736","185253888",,,"20635648","20635648","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","552","2203492651008","174428160","False",,,,"28909568","28909568",,,,,,"0","","True",,
"svchost","0","381","2203560845312","53358592","56180736","21648",,,,,,,,,"Process",,,"8",,,,,"5288",".",,,,"21648","21648","56180736","56180736","126968","126968","84561920","84561920","77672448","77672448","2203759648768","441425920",,,"56180736","56180736","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","381","2203560845312","242622464","False",,,,"53358592","53358592",,,,,,"0","","True",,
"svchost","0","211","2203402739712","7929856","2490368","12104",,,,,,,,,"Process",,,"8",,,,,"5672",".",,,,"12104","12104","2490368","2490368","89456","89456","2760704","2760704","9805824","9805824","2203407089664","88866816",,,"2490368","2490368","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","211","2203402739712","84516864","False",,,,"7929856","7929856",,,,,,"0","","True",,
"svchost","0","131","2203391598592","5136384","1667072","9416",,,,,,,,,"Process",,,"8",,,,,"5728",".",,,,"9416","9416","1667072","1667072","70352","70352","1884160","1884160","7131136","7131136","2203394748416","76525568",,,"1667072","1667072","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","131","2203391598592","73375744","False",,,,"5136384","5136384",,,,,,"0","","True",,
"svchost","2","342","2203460571136","19206144","7897088","20768","C:\WINDOWS\system32\svchost.exe",,"Microsoft Corporation","2.234375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4324","8",,"False","11/30/2020 6:07:49 AM",,"5920",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20768","20768","7897088","7897088","192088","192088","9183232","9183232","31199232","31199232","2203480739840","162516992","True","Normal","7897088","7897088","svchost","255","2",,"System.Diagnostics.ProcessThreadCollection","342","2203460571136","142348288","False",,,,"19206144","19206144",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.8750000","00:00:02.2343750","00:00:01.3593750","0","","True",,
"svchost","0","472","2203469901824","14176256","4608000","26896",,,,,,,,,"Process",,,"8",,,,,"5940",".",,,,"26896","26896","4608000","4608000","200200","200200","5971968","5971968","17764352","17764352","2203474956288","156733440",,,"4608000","4608000","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","472","2203469901824","151678976","False",,,,"14176256","14176256",,,,,,"0","","True",,
"svchost","0","131","2203385876480","4927488","1294336","7240",,,,,,,,,"Process",,,"8",,,,,"6052",".",,,,"7240","7240","1294336","1294336","60328","60328","1499136","1499136","5947392","5947392","2203389022208","70799360",,,"1294336","1294336","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","131","2203385876480","67653632","False",,,,"4927488","4927488",,,,,,"0","","True",,
"svchost","0","389","2203435057152","19365888","4939776","19200",,,,,,,,,"Process",,,"8",,,,,"6072",".",,,,"19200","19200","4939776","4939776","166304","166304","5406720","5406720","21225472","21225472","2203441434624","123211776",,,"4939776","4939776","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","389","2203435057152","116834304","False",,,,"19365888","19365888",,,,,,"0","","True",,
"svchost","0","104","2203386175488","4657152","1318912","7200",,,,,,,,,"Process",,,"8",,,,,"6656",".",,,,"7200","7200","1318912","1318912","57456","57456","1540096","1540096","5775360","5775360","2203388796928","70574080",,,"1318912","1318912","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","104","2203386175488","67952640","False",,,,"4657152","4657152",,,,,,"0","","True",,
"svchost","0","420","2203423580160","10534912","3764224","26560",,,,,,,,,"Process",,,"8",,,,,"7108",".",,,,"26560","26560","3764224","3764224","132040","132040","4042752","4042752","13418496","13418496","2203427250176","109027328",,,"3764224","3764224","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","420","2203423580160","105357312","False",,,,"10534912","10534912",,,,,,"0","","True",,
"svchost","0","288","2203409043456","7806976","3506176","17064",,,,,,,,,"Process",,,"8",,,,,"7556",".",,,,"17064","17064","3506176","3506176","93232","93232","3915776","3915776","9121792","9121792","2203414286336","96063488",,,"3506176","3506176","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","288","2203409043456","90820608","False",,,,"7806976","7806976",,,,,,"0","","True",,
"svchost","0","219","2203398828032","6905856","2543616","11400",,,,,,,,,"Process",,,"8",,,,,"7744",".",,,,"11400","11400","2543616","2543616","78704","78704","2822144","2822144","9175040","9175040","2203403628544","85405696",,,"2543616","2543616","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","219","2203398828032","80605184","False",,,,"6905856","6905856",,,,,,"0","","True",,
"svchost","0","213","2203428339712","10743808","4427776","16496",,,,,,,,,"Process",,,"8",,,,,"7912",".",,,,"16496","16496","4427776","4427776","120336","120336","4534272","4534272","13250560","13250560","2203429470208","111247360",,,"4427776","4427776","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","213","2203428339712","110116864","False",,,,"10743808","10743808",,,,,,"0","","True",,
"svchost","2","538","2203531943936","34881536","9203712","25760","C:\WINDOWS\system32\svchost.exe",,"Microsoft Corporation","10.671875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7116","8",,"False","11/30/2020 6:07:49 AM",,"8604",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25760","25760","9203712","9203712","342512","342512","10285056","10285056","38391808","38391808","2203549122560","230899712","True","Normal","9203712","9203712","svchost","255","2",,"System.Diagnostics.ProcessThreadCollection","538","2203531943936","213721088","False",,,,"34881536","34881536",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:03","00:00:10.6718750","00:00:07.6718750","0","","True",,
"svchost","0","191","2203402768384","8368128","2473984","12240",,,,,,,,,"Process",,,"8",,,,,"9200",".",,,,"12240","12240","2473984","2473984","95432","95432","2748416","2748416","11366400","11366400","2203404865536","86642688",,,"2473984","2473984","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","191","2203402768384","84545536","False",,,,"8368128","8368128",,,,,,"0","","True",,
"svchost","0","164","2203391012864","5775360","1884160","10416",,,,,,,,,"Process",,,"8",,,,,"9412",".",,,,"10416","10416","1884160","1884160","62104","62104","4329472","4329472","10842112","10842112","2203393372160","75149312",,,"1884160","1884160","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","164","2203391012864","72790016","False",,,,"5775360","5775360",,,,,,"0","","True",,
"svchost","0","368","2203457953792","20701184","8404992","24776",,,,,,,,,"Process",,,"8",,,,,"9896",".",,,,"24776","24776","8404992","8404992","173792","173792","11657216","11657216","28856320","28856320","2203484090368","165867520",,,"8404992","8404992","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","368","2203457953792","139730944","False",,,,"20701184","20701184",,,,,,"0","","True",,
"svchost","0","296","2203429289984","12787712","4231168","17536",,,,,,,,,"Process",,,"8",,,,,"11644",".",,,,"17536","17536","4231168","4231168","133320","133320","4984832","4984832","14848000","14848000","2203432669184","114446336",,,"4231168","4231168","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","296","2203429289984","111067136","False",,,,"12787712","12787712",,,,,,"0","","True",,
"svchost","0","284","2203428626432","14811136","5033984","19352",,,,,,,,,"Process",,,"8",,,,,"12544",".",,,,"19352","19352","5033984","5033984","120120","120120","6737920","6737920","24317952","24317952","2203448958976","130736128",,,"5033984","5033984","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","284","2203428626432","110403584","False",,,,"14811136","14811136",,,,,,"0","","True",,
"svchost","0","216","2203422793728","10764288","3911680","15296",,,,,,,,,"Process",,,"8",,,,,"12560",".",,,,"15296","15296","3911680","3911680","109144","109144","4517888","4517888","13262848","13262848","2203432894464","114671616",,,"3911680","3911680","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","216","2203422793728","104570880","False",,,,"10764288","10764288",,,,,,"0","","True",,
"svchost","0","1407","2203478855680","19443712","31088640","24912",,,,,,,,,"Process",,,"8",,,,,"13076",".",,,,"24912","24912","31088640","31088640","209168","209168","33075200","33075200","49119232","49119232","2203504918528","186695680",,,"31088640","31088640","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","1407","2203478855680","160632832","False",,,,"19443712","19443712",,,,,,"0","","True",,
"svchost","0","150","2203390976000","5615616","2510848","11472",,,,,,,,,"Process",,,"8",,,,,"15480",".",,,,"11472","11472","2510848","2510848","71288","71288","3280896","3280896","7704576","7704576","2203393024000","74801152",,,"2510848","2510848","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","150","2203390976000","72753152","False",,,,"5615616","5615616",,,,,,"0","","True",,
"svchost","0","272","2203436277760","15261696","4898816","20104",,,,,,,,,"Process",,,"8",,,,,"15484",".",,,,"20104","20104","4898816","4898816","139896","139896","6840320","6840320","16752640","16752640","2203442810880","124588032",,,"4898816","4898816","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","272","2203436277760","118054912","False",,,,"15261696","15261696",,,,,,"0","","True",,
"svchost","0","336","2203424284672","9924608","3665920","13952",,,,,,,,,"Process",,,"8",,,,,"15560",".",,,,"13952","13952","3665920","3665920","108872","108872","4333568","4333568","14147584","14147584","2203431374848","113152000",,,"3665920","3665920","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","336","2203424284672","106061824","False",,,,"9924608","9924608",,,,,,"0","","True",,
"svchost","2","441","2203733839872","18210816","6971392","29264","C:\WINDOWS\system32\svchost.exe",,"Microsoft Corporation","0.75","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4660","8",,"False","11/30/2020 6:09:50 AM",,"15616",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","29264","29264","6971392","6971392","198520","198520","8929280","8929280","22552576","22552576","2203740413952","422191104","True","Normal","6971392","6971392","svchost","255","2",,"System.Diagnostics.ProcessThreadCollection","441","2203733839872","415617024","False",,,,"18210816","18210816",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.3750000","00:00:00.7500000","00:00:00.3750000","0","","True",,
"svchost","0","1243","2203443277824","12775424","4358144","17280",,,,,,,,,"Process",,,"8",,,,,"16116",".",,,,"17280","17280","4358144","4358144","140832","140832","5414912","5414912","18350080","18350080","2203582124032","263901184",,,"4358144","4358144","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","1243","2203443277824","125054976","False",,,,"12775424","12775424",,,,,,"0","","True",,
"svchost","0","191","2203405402112","8564736","2502656","11192",,,,,,,,,"Process",,,"8",,,,,"16756",".",,,,"11192","11192","2502656","2502656","96144","96144","5734400","5734400","14561280","14561280","2203412905984","94683136",,,"2502656","2502656","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","191","2203405402112","87179264","False",,,,"8564736","8564736",,,,,,"0","","True",,
"svchost","0","149","2203408502784","10813440","2904064","13000",,,,,,,,,"Process",,,"8",,,,,"16800",".",,,,"13000","13000","2904064","2904064","82080","82080","4038656","4038656","13156352","13156352","2203415871488","97648640",,,"2904064","2904064","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","149","2203408502784","90279936","False",,,,"10813440","10813440",,,,,,"0","","True",,
"svchost","0","362","2203429314560","15032320","5734400","42872",,,,,,,,,"Process",,,"8",,,,,"18940",".",,,,"42872","42872","5734400","5734400","121720","121720","8531968","8531968","17793024","17793024","2203439534080","121311232",,,"5734400","5734400","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","362","2203429314560","111091712","False",,,,"15032320","15032320",,,,,,"0","","True",,
"svchost","0","209","2203416518656","9601024","4517888","15344",,,,,,,,,"Process",,,"8",,,,,"19148",".",,,,"15344","15344","4517888","4517888","100464","100464","4808704","4808704","11505664","11505664","2203421761536","103538688",,,"4517888","4517888","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","209","2203416518656","98295808","False",,,,"9601024","9601024",,,,,,"0","","True",,
"svchost","0","212","2203428061184","8941568","3645440","15936",,,,,,,,,"Process",,,"8",,,,,"20036",".",,,,"15936","15936","3645440","3645440","128056","128056","3948544","3948544","10637312","10637312","2203430260736","112037888",,,"3645440","3645440","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","212","2203428061184","109838336","False",,,,"8941568","8941568",,,,,,"0","","True",,
"svchost","0","156","2203408199680","8867840","3837952","14208",,,,,,,,,"Process",,,"8",,,,,"22060",".",,,,"14208","14208","3837952","3837952","86856","86856","4018176","4018176","10960896","10960896","2203411345408","93122560",,,"3837952","3837952","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","156","2203408199680","89976832","False",,,,"8867840","8867840",,,,,,"0","","True",,
"svchost","2","330","2203503751168","25665536","5488640","21688","C:\WINDOWS\system32\svchost.exe",,"Microsoft Corporation","3.125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6184","8",,"False","11/30/2020 6:11:04 AM",,"24016",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21688","21688","5488640","5488640","253392","253392","6135808","6135808","26370048","26370048","2203506905088","188682240","True","Normal","5488640","5488640","svchost","255","2",,"System.Diagnostics.ProcessThreadCollection","330","2203503751168","185528320","False",,,,"25665536","25665536",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.4375000","00:00:03.1250000","00:00:01.6875000","0","","True",,
"svchost","0","107","2203396829184","5500928","3026944","10520",,,,,,,,,"Process",,,"8",,,,,"24020",".",,,,"10520","10520","3026944","3026944","59944","59944","3108864","3108864","6959104","6959104","2203397353472","79130624",,,"3026944","3026944","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","107","2203396829184","78606336","False",,,,"5500928","5500928",,,,,,"0","","True",,
"svchost","0","203","2203420942336","7188480","4218880","17104",,,,,,,,,"Process",,,"8",,,,,"24788",".",,,,"17104","17104","4218880","4218880","87960","87960","4341760","4341760","9367552","9367552","2203422015488","103792640",,,"4218880","4218880","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","203","2203420942336","102719488","False",,,,"7188480","7188480",,,,,,"0","","True",,
"svchost","0","167","2203403649024","6721536","3964928","125496",,,,,,,,,"Process",,,"8",,,,,"24872",".",,,,"125496","125496","3964928","3964928","69592","69592","4280320","4280320","8728576","8728576","2203407843328","89620480",,,"3964928","3964928","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","167","2203403649024","85426176","False",,,,"6721536","6721536",,,,,,"0","","True",,
"System","0","6916","16375808","12128256","229376","272",,,,,,,,,"Process",,,"8",,,,,"4",".",,,,"272","272","229376","229376","0","0","360448","360448","46071808","46071808","84074496","84074496",,,"229376","229376","System",,"0",,"System.Diagnostics.ProcessThreadCollection","6916","16375808","16375808","False",,,,"12128256","12128256",,,,,,"0","","True",,
"SystemSettings","2","755","2203780431872","1490944","23015424","36520","C:\Windows\ImmersiveControlPanel\SystemSettings.exe",,"Microsoft Corporation","0.84375","10.0.19041.610 (WinBuild.160101.0800)","10.0.19041.610","Settings","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8288","8",,"False","12/1/2020 10:54:05 PM",,"25720",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","36520","36520","23015424","23015424","793768","793768","181907456","181907456","227102720","227102720","2203940012032","621789184","True","Normal","23015424","23015424","SystemSettings","255","2",,"System.Diagnostics.ProcessThreadCollection","755","2203780431872","462209024","False",,,,"1490944","1490944",,"System.Diagnostics.ProcessModule (SystemSettings.exe)","00:00:00.5156250","00:00:00.8437500","00:00:00.3281250","262342","Settings","False",,
"SystemSettingsBroker","2","87","2203384958976","5083136","2473984","7952","C:\Windows\System32\SystemSettingsBroker.exe","System.Diagnostics.Process (explorer)","Microsoft Corporation","0.015625","10.0.19041.329 (WinBuild.160101.0800)","10.0.19041.329","System Settings Broker","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7028","8",,"False","11/30/2020 6:25:02 AM",,"13144",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7952","7952","2473984","2473984","41888","41888","2551808","2551808","6574080","6574080","2203386531840","68308992","True","Normal","2473984","2473984","SystemSettingsBroker","255","2",,"System.Diagnostics.ProcessThreadCollection","87","2203384958976","66736128","False",,,,"5083136","5083136",,"System.Diagnostics.ProcessModule (SystemSettingsBroker.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","0","","True",,
"tabcal","2","251","2203498889216","13381632","4218880","17184","C:\Windows\System32\tabcal.exe","System.Diagnostics.Process (explorer)","Microsoft Corporation","0.15625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Digitizer Calibration Tool","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2640","8",,"False","11/30/2020 6:50:18 AM",,"24852",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17184","17184","4218880","4218880","275784","275784","4669440","4669440","21934080","21934080","2203513667584","195444736","True","Normal","4218880","4218880","tabcal","255","2",,"System.Diagnostics.ProcessThreadCollection","251","2203498889216","180666368","False",,,,"13381632","13381632",,"System.Diagnostics.ProcessModule (tabcal.exe)","00:00:00.0781250","00:00:00.1562500","00:00:00.0781250","0","","True",,
"TabTip","2","345","2203496103936","17403904","5939200","21744",,,,"11.734375",,,,,"Process",,,"13",,"False","11/30/2020 6:07:58 AM",,"17748",".",,,,"21744","21744","5939200","5939200","254832","254832","6008832","6008832","18989056","18989056","2203529281536","211058688",,,"5939200","5939200","TabTip",,"2",,"System.Diagnostics.ProcessThreadCollection","345","2203496103936","177881088","False",,,,"17403904","17403904",,,"00:00:07.2500000","00:00:11.7343750","00:00:04.4843750","0","","True",,
"taskhostw","2","310","2203596828672","17358848","8871936","33320","C:\WINDOWS\system32\taskhostw.exe",,"Microsoft Corporation","13.375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Tasks","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9132","8",,"False","11/30/2020 6:07:50 AM",,"14688",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","33320","33320","8871936","8871936","190984","190984","9023488","9023488","18718720","18718720","2203598540800","280317952","True","Normal","8871936","8871936","taskhostw","255","2",,"System.Diagnostics.ProcessThreadCollection","310","2203596828672","278605824","False",,,,"17358848","17358848",,"System.Diagnostics.ProcessModule (taskhostw.exe)","00:00:08","00:00:13.3750000","00:00:05.3750000","0","","True",,
"TeamViewer","2","518","367788032","53383168","56332288","74984","C:\Program Files (x86)\TeamViewer\TeamViewer.exe",,"TeamViewer Germany GmbH","7.859375","15.12.4.0","15.12.4.0","TeamViewer","TeamViewer","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8056","8",,"False","11/30/2020 6:07:49 AM",,"19840",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","74984","74984","56332288","56332288","545136","545136","63217664","63217664","68497408","68497408","379019264","379019264","True","Normal","56332288","56332288","TeamViewer","255","2",,"System.Diagnostics.ProcessThreadCollection","518","367788032","367788032","False",,,,"53383168","53383168",,"System.Diagnostics.ProcessModule (TeamViewer.exe)","00:00:03.6875000","00:00:07.8593750","00:00:04.1718750","0","","True",,
"TeamViewer_Service","0","482","154423296","22761472","20389888","31008",,,,,,,,,"Process",,,"8",,,,,"6020",".",,,,"31008","31008","20389888","20389888","180568","180568","21086208","21086208","35823616","35823616","217387008","217387008",,,"20389888","20389888","TeamViewer_Service",,"0",,"System.Diagnostics.ProcessThreadCollection","482","154423296","154423296","False",,,,"22761472","22761472",,,,,,"0","","True",,
